pharmacy_id,name,address,phone,state,source,latitude,longitude,geocode_source,brand
NPRA53a7ecb8e5,I-Health Pharmacy (Kampar) Sdn Bhd,"87, Jalan Idris 31900 Kampar Perak",05-4662268,Perak,NPRA,4.3126887,101.1522939,full,NPRA
NPRA19cd99c900,"Siang Pharmacy Sdn Bhd - Pusat Bandar 2, Parit Buntar","No.11 & 13, Jalan Bestari 2, Pusat Bandar 2, 34200 Parit Buntar, Perak",04-5833000,Perak,NPRA,5.1144324,100.4844885,full,Siang
NPRAd1e05d4c53,Kampar Medical Supplies(M) Sdn Bhd -Jalan Idris,"34, Jalan Idris, 31900 Kampar, Perak",05-4651884,Perak,NPRA,4.3105688,101.1526716,full,NPRA
NPRA6dfa82ef3d,Farmasi Najwa -Parit Buntar,"No.12, Jalan Bendahara, Pusat Bandar Parit Buntar, 34200 Parit Buntar,Perak",05-7172540,Perak,NPRA,5.1177389,100.4877717,full,NPRA
NPRA2caf5ee024,Metro Care Pharmacy Sdn Bhd -Jalan Kota,"136, Jalan Kota, 34000 Taiping,Perak",05-8085633,Perak,NPRA,4.8509669,100.7396919,full,NPRA
NPRAc1fbe80468,"Farmasi Bercham -Taman Desa Kencana, Perak","12,Persisiran Bercham Selatan 8,Taman Desa Kencana,31400 Ipoh,Perak",05-5470406,Perak,NPRA,4.630370000000001,101.12694,full,NPRA
NPRA9f7ca51cec,Farmasi Ikhwan -Taman Rapat Bistari,"No.11, Jln Rapat Bistari 1, Taman Rapat Bistari, 31350 Ipoh, Perak",05-3126334,Perak,NPRA,4.573011999999999,101.134019,full,NPRA
NPRAf31cd6a618,Farmasi Fmb Sdn Bhd - Bandar Baru Menglembu,"55 & 57, Persiaran Kledang Timur 21, Bandar Baru Menglembu, 31450 Ipoh, Perak",05-2810245,Perak,NPRA,4.574555399999999,101.0495905,full,NPRA
NPRAc4cb7a0d17,I-Health Pharmacy (Bercham) Sdn Bhd,"221, Jalan Bercham, Taman Desa Kencana, 31400 Ipoh, Perak",05-5455268,Perak,NPRA,4.640601,101.1284442,full,NPRA
NPRA2aa9a2631b,Farmasi Cs Sdn Bhd,"20, Jalan Tawas Baru 1, Taman Tasek Damai, 30010 Ipoh, Perak",05-2911423,Perak,NPRA,4.652267,101.1047289,full,NPRA
NPRA04dd921470,Farmasi Manjoi Sdn Bhd,"No 23-25A, Jalan Raja, Kampung Manjoi,30020 Ipoh Perak",05-5275527,Perak,NPRA,4.6136333,101.0694673,full,NPRA
NPRA4b38077efd,Guardian Health And Beauty Sdn Bhd,"Lot G09, Aeon Ipoh Station 18 Shopping Centre, No. 2, Susuran Stesen 18, Station 18, 31650 Ipoh Perak",05-3222469,Perak,NPRA,4.544637799999999,101.0703202,full,Guardian
NPRA633f473054,Gb Lim Pharmacy,"77, Jalan Leong Sin Nam, 30300 Ipoh, Perak",05-2556239,Perak,NPRA,4.596667399999999,101.0867074,full,NPRA
NPRAeddc38b66b,Guardian Health And Beauty Sdn Bhd,"G 39A, Ipoh Parade, No. 105, Jalan Sultan Abdul Jalil, 30450 Ipoh, Perak",05-2432563,Perak,NPRA,4.5975136,101.0911675,full,Guardian
NPRA18261854ae,Guardian Health And Beauty Sdn Bhd,"G 39A, Ipoh Parade, No. 105, Jalan Sultan Abdul Jalil, 30450 Ipoh, Perak",05-5476767,Perak,NPRA,4.5975136,101.0911675,full,Guardian
NPRA4064bc94c8,Kampar Medical Supplies (M) Sdn Bhd,"No. 38 Bawah, Jalan Panggung Wayang,Taman Bandar Baru, 35500 Bidor, Perak",05-4340026,Perak,NPRA,4.1117466,101.2886167,full,NPRA
NPRAce8ded57e0,Quinpharm (M) Sdn Bhd,"50, Jalan Mustapha Al Bakri, 30300 Ipoh Perak",05-2543257,Perak,NPRA,4.594838900000001,101.0844194,full,NPRA
NPRAec18c94ad9,Quinpharm (M) Sdn Bhd,"662-664, Jalan Pasir Puteh, Ipoh, 31650 Kinta, Perak",05-3215424,Perak,NPRA,4.5685699,101.079842,full,NPRA
NPRAe5e0ed1a51,Quinpharm (M) Sdn Bhd,"662-664, Jalan Pasir Puteh, Ipoh, 31650 Kinta, Perak",05-3215424,Perak,NPRA,4.5685699,101.079842,full,NPRA
NPRA1009001b6a,Farmasi Rapat Sdn Bhd,"54, Jalan Besar, Gunung Rapat, 31350 Ipoh Perak",,Perak,NPRA,4.5648235,101.0453849,full,NPRA
NPRAe01c2ec3b6,Greenpharm Pharmacy Sdn Bhd,"No. 262, Jalan Raja Dr. Nazrin Shah, Gunung Rapat, Ipoh, 31350 Kinta, Perak",05-3111467,Perak,NPRA,4.570576099999999,101.113092,full,NPRA
NPRA37f7c9551c,Health Mate Pharmacy Sdn Bhd,"106, Jalan Idris, 31900 Kampar, Perak",05-4660651,Perak,NPRA,4.3129285,101.1525016,full,NPRA
NPRAdb0ecfa10c,Propharma Pharmacy Sdn Bhd,"72, Jalan Pasir Puteh, Taman Boon Bak, New Pasir Pateh, 31650 Ipoh, Perak",05-3218942,Perak,NPRA,4.5621255,101.0773172,full,NPRA
NPRAa9df40ab6b,Sejati Pharmacy Sdn Bhd,"387, Ground Floor Lorong 1, Taman Sejati 2 Sitiawan 32000 Manjung Perak",05-6913262,Perak,NPRA,4.2186393,100.6938818,full,NPRA
NPRA4788fe8e72,Starchain Pharma (Farmasi Starchain),"19 & 17, Persiaran Perpaduan Jaya 1,Taman Perpaduan Jaya,31150 Ulu Kinta, Perak",05-5361009,Perak,NPRA,4.6391756,101.1423926,full,NPRA
NPRA4758be732f,Gunung Rapat Pharmacy Sdn Bhd,"43, Selasar Rokam 11, Taman Ipoh Jaya, 31350, Kinta, Perak",05-3131011,Perak,NPRA,4.577489,101.123472,full,NPRA
NPRAc443714c90,Allin Pharmacy -Petaling Jaya,"60 Jalan Ss22/25, Damansara Jaya, 47400 Petaling Jaya, Selangor",03-77293172,Selangor,NPRA,3.1261301,101.6169045,full,NPRA
NPRA02516cf93e,Ascen Plus Pharmacy Holdings Sdn. Bhd. -Jalan Semangat,"K2 Ground Floor, Jaya 33 No 3 Lot 33, Jalan Semangat, Seksyen 13, 43100 Petaling Jaya, Selangor",,Selangor,NPRA,3.1094019,101.6380689,full,NPRA
NPRA08b9efb5ff,Ascen Plus Pharmacy Holdings Sdn. Bhd -Jalan Masjid Pju 6A,"No 2 Pelangi One Avenue, Jalan Masjid Pju 6A, 47400 Petaling Jaya, Selangor",03-77276379,Selangor,NPRA,3.1389707,101.6143108,full,NPRA
NPRA0dbe29a661,Ascen Plus Pharmacy Holdings Sdn. Bhd.-Jalan Masjid Pju 6A,"No 2 Pelangi One Avenue, Jalan Masjid Pju 6A, 47400 Petaling Jaya, Selangor",,Selangor,NPRA,3.1389707,101.6143108,full,NPRA
NPRA2ad96b43c5,Be Pharmacy -Puchong Perdana,"23 & 25, Jalan Kekwa 1, Puchong Perdana, 47100 Puchong, Selangor",03-80525019,Selangor,NPRA,3.0069135,101.6062235,full,Be Pharmacy
NPRA24893a2307,Be Pharmacy -Puchong Perdana,"23 & 25, Jalan Kekwa 1, Puchong Perdana, 47100 Puchong, Selangor",,Selangor,NPRA,3.0069135,101.6062235,full,Be Pharmacy
NPRAaf299a2750,Bemed (Sp) Sdn Bhd - Taman Subang Perdana,"No 49 Jalan Dinar G U3/G Taman Subang Perdana Seksyen U3 40150 Shah Alam, Selangor",03-78458155,Selangor,NPRA,3.150335,101.543233,full,Be Pharmacy
NPRAfaf4c01713,Base Hallmark Sdn Bhd [Aa Pharmacy] -Taman Eng Ann,"No.6, Jalan Kasawari 5, Taman Eng Ann, 41150 Klang, Selangor",03-33427818,Selangor,NPRA,3.0565056,101.4598846,full,AA Pharmacy
NPRA0bafd5205f,Caring Pharmacy Sdn Bhd,"19A, Jalan Tk 1/11A, Section 1, Taman Kinrara, 47180 Puchong, Selangor",03-80709928,Selangor,NPRA,3.0641757,101.6486393,full,Caring
NPRAea5ab749e1,Caring Pharmacy Sdn Bhd - Seri Kembangan,"5A, Jalan Besar, 43300 Seri Kembangan, Selangor",03-89428918,Selangor,NPRA,3.0231779,101.706441,full,Caring
NPRAf63c5dc5d2,Anis Pharmacy Sdn Bhd - Shah Alam,"No.26, Jalan Nelayan 19/B, Seksyen 19, 40000 Shah Alam, Selangor",03-55481629,Selangor,NPRA,3.0491175,101.534514,full,NPRA
NPRA64f68a87e4,Df Pharmacy Sdn Bhd -Jalan Tun Abdul Aziz,"18, Jalan Tun Abdul Aziz, 43000 Kajang, Selangor",03-87393963,Selangor,NPRA,2.9913074,101.7913211,full,NPRA
NPRA93bfc79682,Df Pharmacy Sdn Bhd -Jalan Tun Abdul Aziz,"18, Jalan Tun Abdul Aziz, 43000 Kajang, Selangor",03-87393963,Selangor,NPRA,2.9913074,101.7913211,full,NPRA
NPRA45bb927e8f,Farmasi Banting -Jalan Bunga Pekan,"170, Jalan Bunga Pekan, 42700 Banting, Selangor",03-31818509,Selangor,NPRA,2.812442,101.5016704,full,NPRA
NPRAb059b2c405,All Day Pharmacy Sdn Bhd - Leboh Gopeng,"No.1, Leboh Gopeng, Off Jalan Goh Hock Huat, 41400 Klang, Selangor",03-33421384,Selangor,NPRA,3.0511779,101.4467043,full,NPRA
NPRAea0a9530d5,Farmasi Kim Chuan,"No 168, Jalan Batu Unjur 1, Taman Bayu Perdana, 41200 Klang, Selangor",03-33235930,Selangor,NPRA,3.0151339,101.4335342,full,NPRA
NPRA953087fd01,Guardian Shaftbury Square,"P1-29, Shaftbury Square, Persiaran Multimedia, Cyber 6, 63000, Cyberjaya, Selangor",03-83181291,Selangor,NPRA,2.9235029,101.6615759,full,Guardian
NPRAebc74f9ca3,Farmasi Ok Sdn Bhd -J Avenue,"6-G Jalan J Avenue, J Avenue, 43200 Cheras, Selangor",03-90811861,Selangor,NPRA,3.0340026,101.7646911,full,NPRA
NPRA6c103f14d5,Guardian Pharmacy - Ampang Point,"G07,Ground Floor , Jalan Mamanda 3, Ampang Point Shopping Centre, 68000 Ampang, Selangor",,Selangor,NPRA,3.1577008,101.7514953,full,Guardian
NPRAd5a6a46b55,Health Lane Family Pharmacy Sdn Bhd -Setia Alam Seksyen U13,"No 17-1-1, Jalan Setia Prima R U13/R Setia Alam Seksyen U13, 40170 Shah Alam Selangor",03-58862788,Selangor,NPRA,3.1007971,101.4453512,full,Healthlane
NPRA7323cdd2c5,Health Lane Family Pharmacy Sdn Bhd -Kota Kemuning,"No 35, Jalan Anggerik Vanilla X 31/X, Kota Kemuning Seksyen 31, 40460 Shah Alam, Selangor",03-55253969,Selangor,NPRA,3.0046686,101.534445,full,Healthlane
NPRA53250d9576,Health Lane Family Pharmacy Sdn Bhd -Taman Damai Utama,"No 20, Jalan Damai Utama 2, Taman Damai Utama, 47180 Puchong, Selangor",03-58862089,Selangor,NPRA,3.0337166,101.6651362,full,Healthlane
NPRAd6a6c08776,Health Lane Family Pharmacy Sdn Bhd -Axis Atrium Taman Cempaka,"G32 Ground Floor, Axis Atrium Taman Cempaka, 68000 Ampang, Selangor",03-23035538,Selangor,NPRA,3.136547,101.7472762,full,Healthlane
NPRA8e1baa6ab5,Health Lane Family Pharmacy Sdn Bhd -Bukit Rahman Putra,"No 1 Jalan Brp 6/12, Bukit Rahman Putra, 40160 Sungai Buloh Selangor",03-61437118,Selangor,NPRA,3.2272388,101.5572107,full,Healthlane
NPRA6502e9c90a,Juzcare Pharmacy Sdn Bhd - Cheras,"No.10-G,10-1, Jalan J-Avenue, 43200 Cheras, Selangor",03-90755300,Selangor,NPRA,3.0340025,101.764691,full,NPRA
NPRAc9fd71dd17,Lovy Pharmacy Sdn Bhd [ Lovy Pharmacy] -Taman Bayu Tinggi,"No.29 Jalan Bayu Tinggi 1A/Ks 6 Taman Bayu Tinggi, 41200 Klang, Selangor",03-33239169,Selangor,NPRA,3.0134338,101.4392589,full,NPRA
NPRAe811ad0940,"Lovy Pharmacy Sdn Bhd [ Lovy Pharmacy] -, Pusat Bandar Rawang","9 Jalan Bandar Rawang 10, Pusat Bandar Rawang, 48000 Rawang, Selangor",,Selangor,NPRA,3.3191685,101.5776378,full,NPRA
NPRA0aee58e8f6,Lsp Pharmacy Sdn Bhd - Tesco Bukit Puchong,"Lot G32&33 Ground Floor, Tesco Bukit Puchong, No 1, Jalan Bp 7/1, Bandar Bukit Puchong, 47100, Puchong, Selangor",03-80627263,Selangor,NPRA,2.9824015,101.6174577,full,NPRA
NPRAcc7a167296,Multicare Pharmacy Sdn Bhd - Seapark,"13, Jalan 21/17, Seapark, 46300 Petaling Jaya, Selangor",03-78650897,Selangor,NPRA,3.1094246,101.6225712,full,Sunway Multicare
NPRAd78a5f5dc6,Multicare Pharmacy Sdn Bhd -Bandar Puteri,"Puteri Mart No.1, Lengkok Puteri Utama, Bandar Puteri, 47100 Puchong, Selangor",03-80632369,Selangor,NPRA,3.0180202,101.6150212,full,Sunway Multicare
NPRAb94e12ca55,Big Pharmacy Healthcare Sdn Bhd,"No. 57-G, Jalan Nelayan A 19/A, Seksyen 19, 40300 Shah Alam, Selangor",,Selangor,NPRA,3.0486732,101.5337162,full,BIG Pharmacy
NPRA7d8a3fdbc3,"Super Pharmacy Sdn Bhd -, Section 19, Petaling Jaya","No 18, Block C, Jalan 19/1, Section 19, 46300 Petaling Jaya, Selangor",03-79588813,Selangor,NPRA,3.1170781,101.6291335,full,NPRA
NPRA7ed259c18c,Mycityhealth Sdn Bhd - Dataran Sunway,"2A-1 Jalan Pju5/7 Dataran Sunway, 47810 Petaling Jaya, Selangor",03-61418028,Selangor,NPRA,3.1524225,101.5944041,full,NPRA
NPRAc702622444,Stay Caring Sdn Bhd - Paradigm Mall,"Lot Lg45, Lg Floor, Paradigm Mall, No 1, Jalan Ss7/26A, Kelana Jaya, 47301 Petaling Jaya, Selangor",03-78868384,Selangor,NPRA,3.1051171,101.5959701,full,NPRA
NPRA0b98091b00,Sainuka Habib Sdn Bhd (Farmasi Materia Medica),"No. 4, Jalan Mahang 1, Taman Meru Utama, Pekan Meru, 41050 Klang, Selangor",,Selangor,NPRA,3.1291998,101.4405882,full,NPRA
NPRAf430a61324,Sunway Pharma Sdn Bhd,"No 4, Jalan Susur, Taman Maniam, Dengkil, 43800 Selangor",03-87688829,Selangor,NPRA,2.862132,101.6771121,full,NPRA
NPRA783e388661,Guardian Health And Beauty Sdn Bhd -Giant Hypermarket Shah Alam Stadium,"Mezzanine Floor, Giant Hypermarket Shah Alam Stadium, Lot 2, Persiaran Sukan, Seksyen 13, Shah Alam, Selangor",03-55448626,Selangor,NPRA,3.0812647,101.5508348,full,Guardian
NPRA6107d66172,"Well-Being Pharmacy Sdn Bhd [Farmasi Alpha.Com] -, Dataran Sunway Kota Damansara","No.6-1 (Gf) Jalan Pju 5/9, Dataran Sunway Kota Damansara, 47810 Petaling Jaya, Selangor",03-61418620,Selangor,NPRA,3.1506318,101.5930267,full,NPRA
NPRA5e513667f2,"Well-Being Pharmacy Sdn Bhd [Farmasi Alpha.Com] -, Dataran Sunway Kota Damansara","No.6-1 (Gf) Jalan Pju 5/9, Dataran Sunway Kota Damansara, 47810 Petaling Jaya, Selangor",03-61418620,Selangor,NPRA,3.1506318,101.5930267,full,NPRA
NPRAf44b7f2ba2,Farmasi Kepong Sdn Bhd - Desa Jaya,"22G, Jalan 54, Desa Jaya 52100 Kepong, Selangor",03-62748620,Selangor,NPRA,3.2135017,101.632594,full,NPRA
NPRA386c282c57,Farmasi Rawang Sdn Bhd - Jalan Maxwell,"20, Jalan Maxwell, Rawang 48000 Selangor",03-60926712,Selangor,NPRA,3.3211095,101.5759029,full,NPRA
NPRA83134f8d02,AA Pharmacy Kd. Health Equation (Kd) S/B -Petaling Jaya,"39, Jalan Pju 5/10, 47800 Petaling Jaya, Selangor",03-61446838,Selangor,NPRA,3.1513417,101.5939136,full,AA Pharmacy
NPRA42cf58f0c0,Taipan Pharmacy Healthcare Sdn Bhd [Aa Pharmacy] -Subang Jaya,"No.11A & 11A-1 Jalan Usj 10/1 Taipan Usj, 47620 Subang Jaya, Selangor",,Selangor,NPRA,3.0477743,101.5855665,full,AA Pharmacy
NPRA6a7c4ff286,Farmasi Aa Ss2 (Health Equation Sdn Bhd) -Petaling Jaya,"18, Jalan Ss2/67, 47300 Petaling Jaya, Selangor",03-78656838,Selangor,NPRA,3.119234,101.622737,full,NPRA
NPRA0331179247,Firstcare Pharmacy Sdn Bhd -Setia Alam,"6-1-2, Jalan Setia Prima P U13/P, Setia Alam 40170 Shah Alam, Selangor",03-33431370,Selangor,NPRA,3.0996976,101.4444355,full,NPRA
NPRA0bdf042648,Firstcare Pharmacy Sdn Bhd [Firstcare Pharmacy] - Bandar Bukit Tinggi,"No 13-0-1 Lorong Batu Nilam 10A Bandar Bukit Tinggi, 41200 Klang, Selangor",03-33231992,Selangor,NPRA,3.0063849,101.4361333,full,NPRA
NPRAbbc198e4b1,Wellfast Pharmacy Sdn Bhd - Kota Kemuning,"32G, Jalan Anggerik Vanilla M31/M, Kota Kemuning, 40460, Shah Alam, Selangor",03-55252988,Selangor,NPRA,3.0053676,101.5386407,full,NPRA
NPRAb0775b86c5,Bb Boss Sdn Bhd -Pusat Bandar Puchong,"6G, Jalan Bandar 7, Pusat Bandar Puchong, 47100 Puchong, Selangor",03-58828685,Selangor,NPRA,3.0325447,101.6150101,full,NPRA
NPRA0d5d4ab2f7,Farmasi Zuli Sdn. Bhd -Teluk Pulai Commercial Centre,"No 210@212, Jalan Sungai Bertek, Teluk Pulai Commercial Centre, 41100 Klang Selangor",03-33729517,Selangor,NPRA,3.0436587,101.4267332,full,NPRA
NPRA7db5cd777d,True Pharmacy -Taman Klang Utama,"15, Lorong Sg Puloh, 13A, Taman Klang Utama, 42100 Klang Selangor",03-32902869,Selangor,NPRA,3.0790057,101.4208571,full,NPRA
NPRA9f2a3da218,Big Pharmacy Healthcare Sdn Bhd,"No 88 & 90, Jalan Ss21/39, 47400 Petaling Jaya, Selangor",03-77259896,Selangor,NPRA,3.13373,101.6214059,full,BIG Pharmacy
NPRA59e6098923,Multicare Health Pharmacy Sdn Bhd,"28 Lrg Cp4/38, Cheras Perdana, 43200 Cheras Selangor",03-90742792,Selangor,NPRA,3.0591102,101.7713099,full,NPRA
NPRAe9acb8ec71,Multicare (Banting) Pharmacy Sdn Bhd,"No. 3, Block D, Jalan Cemerlang 4, Pusat Perdagangan Banting, 42700 Banting, Selangor",03-31803530,Selangor,NPRA,2.8137544,101.5078006,full,NPRA
NPRA9a6584b0fa,Farmasi Pluzmedic Sdn Bhd,"No 22 Medan Taming Dua, Taman Taming Jaya Balakong 43300 Seri Kembangan Selangor",03-89610270,Selangor,NPRA,3.0195028,101.7330644,full,NPRA
NPRAc28ff8dc16,Multicare Pharmacy (L&L) S/B -Bandar Mahkota Cheras,"18, Jalan Temenggung 3/9, Bandar Mahkota Cheras, 43200 Kajang, Selangor",03-90104811,Selangor,NPRA,3.051053,101.7887971,full,Sunway Multicare
NPRA2599fc7794,Jonhtks Pharmacy Sdn Bhd,"No 7 & 9, Jalan Sg1/3, Taman Sri Gombak, 68100 Batu Caves, Selangor",03-61811190,Selangor,NPRA,3.2376641,101.6976816,full,NPRA
NPRA82cd9c0e73,Multicare Health Pharmacy Sdn Bhd -Bandar Sungai Long,"No 31 Jln Sl 1/3 Bandar Sungai Long, 43000 Kajang Selangor",03-90757184,Selangor,NPRA,3.0398557,101.7931943,full,NPRA
NPRA4df847fc67,Caring Pharmacy Sdn Bhd - One Utama Shopping Centre,"B6 & B6A, Basement 1, One Utama Shopping Centre, Lebuh Bandar Utama, 47800 Petaling Jaya, Selangor",03-77281928,Selangor,NPRA,3.1478061,101.6159552,full,Caring
NPRAe626173ad4,LKP Pharmacy Sdn Bhd - Bandar Baru Bangi,"No 149-G, Jalan 8/1 Seksyen 8, 43650 Bandar Baru Bangi, Selangor",03-89202400,Selangor,NPRA,2.963209,101.756511,full,NPRA
NPRAf445c177c5,Caring Pharmacy Retail Management Sdn Bhd (Caring Pharmacy) -Setia City Mall,"Lot Lg 62 Lg Floor Setia City Mall, No.7, Persiaran Setia Dagang Seksyen U13, Bandar Setia Alam, 40170 Shah Alam, Selangor",03-33582657,Selangor,NPRA,3.1094685,101.4602178,full,Caring
NPRAfc961f08c4,Eagle Cliffe (M) Sdn Bhd (Kaisar Farmasi) -Taman Maju Jaya,"10-1 Jalan Pjs 2/16A, Taman Maju Jaya, 46000, Off Old Klang Road, Petaling Jaya, Selangor",03-77721246,Selangor,NPRA,3.0801738,101.6369192,full,NPRA
NPRA4e73e83443,Caring Pharmacy Sdn Bhd (Caring Pharmacy),"No 22G, Jalan Sj3, Taman Selayang Jaya, 68100 Batu Caves, Selangor",03-61389928,Selangor,NPRA,3.24058,101.648899,full,Caring
NPRAf85b217c8a,Caring Pharmacy Sdn Bhd - Sunway Pyramid,"Lot Lg2.77, Sunway Pyramid, No 3, Jalan Pjs 11/15, Bandar Sunway, 46150 Petaling Jaya, Selangor",03-56327928,Selangor,NPRA,3.0731724,101.6075559,full,Caring
NPRA177b0ef6ad,Wellplus Pharmacy Sdn Bhd,"27-G, Jalan Sungai Burung Z 32/Z, Bukit Rimau, Seksyen 32, 40460 Shah Alam, Selangor",03-51310168,Selangor,NPRA,2.9989112,101.5266385,full,NPRA
NPRA8e211bb018,Guardian Pharmacy -1 Utama Shopping Centre,"Lot G143A, Ground Floor, 1 Utama Shopping Centre, No.1 Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor",03-77261916,Selangor,NPRA,3.147911,101.6159551,full,Guardian
NPRA4200a6d1b3,Guardian Giant Hypermarket Bandar Kinrara,"Lot 449, Jalan Bk 5A/1, Bandar Kinrara, 47180, Puchong, Selangor",03-80711131,Selangor,NPRA,3.050157,101.6463211,full,Guardian
NPRAbf448fe3e6,Sia & Sia Pharmacy Sdn Bhd -Bandar Baru Salak Tinggi,"No 7, Jalan St 1C/5, Medan 88 Bandar Baru Salak Tinggi, 43900 Sepang, Selangor",03-87064491,Selangor,NPRA,2.8120639,101.7372226,full,NPRA
NPRAdef4f2608d,Great Pharmacy Sdn Bhd (Farmasi Ok),"86G, Jalan Bpu 1, Bandar Puchong Utama, 47100 Puchong, Selangor",03-58807344,Selangor,NPRA,2.995824,101.6212337,full,NPRA
NPRA449dda775f,Mediconstant Pharmacy (Klang) Sdn Bhd (Constant Pharmacy) -Persiaran Raja Muda,"2984, Ground Floor, Persiaran Raja Muda, 41100 Klang, Selangor",03-33728891,Selangor,NPRA,3.0295854,101.4310526,full,Constant
NPRA1c3d3cecf2,Mediconstant Pharmacy (Puchong) Sdn Bhd (Constant Pharmacy),"F-01-04 Block F Jalan Prima 5/3 Persiaran Prima Utama Puchong, 47100 Puchong, Selangor",03-80614018,Selangor,NPRA,2.98809,101.5956839,full,Constant
NPRA147659ad9e,Hefzac Sdn Bhd [Farmasi Allcare Pharmahealth] - Pusat Bandar Baru Bangi,"28-G-1, Jalan Medan Pusat Bandar 4, Pusat Bandar Baru Bangi, 43650 Bandar Baru Bangi, Selangor",03-89258420,Selangor,NPRA,2.9588802,101.7555251,full,NPRA
NPRA7fda3275c9,Caring Pharmacy Sdn Bhd - Taman Muda,"No.28 Jalan Bunga Tanjung 9, Taman Muda, 68000 Ampang, Selangor",03-42956988,Selangor,NPRA,3.119579,101.759903,full,Caring
NPRA47e2eb77e9,H D H Resources [ Farmasi Sahabat ] -Bandar Saujana Putra,"No.74 Ground Floor Jalan Spu1, Bandar Saujana Putra, 42610 Jenjarom, Selangor",03-56144430,Selangor,NPRA,2.951847,101.581803,full,NPRA
NPRAe4ca235696,Pharmgain Pharmacy Sdn Bhd [ Acare Pharmacy] - Taman Puchong Utama,"No.47 Jalan Pu 7/4, Taman Puchong Utama, 47100 Puchong, Selangor",03-80600118,Selangor,NPRA,2.9919015,101.6157165,full,NPRA
NPRAea7e6ff650,One Caring Pharmacy Sdn Bhd [ Caring Pharmacy ] - Plaza Jelutong,"Lot 2 Gl 2 No.1 Plaza Jelutong Persiaran Gerbang Utama Bukit Jelutong, Seksyen U8, 40150 Shah Alam, Selangor",03-77342511,Selangor,NPRA,3.1158735,101.5290274,full,Caring
NPRAb3a18b4938,"Oratis Pharmaceuticals Sdn Bhd -Seksyen 15, Shah Alam","No 29-G, 31 Jalan Tukul N 15/N, Seksyen 15, 40200 Shah Alam, Selangor",03-55228607,Selangor,NPRA,3.07193,101.51808,full,NPRA
NPRA1e78f2a155,Farmasi Ariv Vision (Telok) Sdn Bhd [ Farmasi Ariv] - Telok P.Garang,"No.10 Jalan Temenggong Taman Desawira, 42500 Telok P.Garang, Selangor",03-31226797,Selangor,NPRA,2.9145346,101.4747882,full,NPRA
NPRA16c4d5530c,All Day Pharmacy Sdn Bhd - Selayang Baru,"5, Jalan 11A, Selayang Baru, 68100, Baru Caves, Selangor Darul Ehsan",603-61381722,Selangor,NPRA,3.2469921,101.6709907,full,NPRA
NPRA445c8d329d,Medishop Pharmacy - Taman Sri Muda,"No 33 Gf Jalan Makmur 25/64, Taman Sri Muda Seksyen 25, 40400 Shah Alam, Shah Alam, Selangor",03-79551396,Selangor,NPRA,3.0321728,101.5365653,full,NPRA
NPRAecbe880aa2,Farmasi Permata Sdn Bhd (Aa Pharmacy) -Ampang,"No 4 Persiaran Permata, Taman Permata, 68000 Ampang, Selangor",03-41088918,Selangor,NPRA,3.2062282,101.7519897,full,AA Pharmacy
NPRA15143bffc5,Be Med Sdn Bhd [Be Farmasi] -Taman Putra Perdana,"No 40G Jalan Pp 1/1, Taman Putra Perdana, 47100 Puchong, Selangor",03-83191181,Selangor,NPRA,3.2410923,101.6671842,full,NPRA
NPRAd416b27c3e,Df Pharmacy Sdn Bhd [Df Pharmacy] -Pearl Avenue,"No Pa-S-33 (Ground Floor ) Pearl Avenue Jalan Pasir Emas Sungai Chua, 43000 Kajang, Selangor",03-87412175,Selangor,NPRA,2.9860592,101.7809543,full,NPRA
NPRAe89a495abf,Auramed Pharmacy Sdn Bhd -Taman Subang Permai,"No 21 (Ground Floor), Jalan Usj 1/19, Taman Subang Permai, 47600 Subang Jaya, Selangor",03-80819567,Selangor,NPRA,3.0577696,101.5999414,full,NPRA
NPRAff5b33a99f,My Caring Pharmacy Sdn Bhd [Caring Pharmacy] - Empire Shopping Gallery,"Lot Lg 16 Empire Shopping Gallery, Jalan Ss 16/1, 47500 Subang Jaya, Selangor",03-56376988,Selangor,NPRA,3.0817783,101.5828038,full,Caring
NPRA7bf0207d7d,Caring Pharmacy Sdn Bhd - Subang Parade,"Lot 20 E-H Lg Floor, Subang Parade, 47500 Subang Jaya, Selangor",03-56329928,Selangor,NPRA,3.0737188,101.5861775,full,Caring
NPRA10991d58da,Cosy Vision Sdn Bhd [Caring Pharmacy] -Kajang,"12, Jalan Raja Haroun, 43000 Kajang, Selangor",03-87386988,Selangor,NPRA,2.9920383,101.7909128,full,Caring
NPRA30a6b6c901,Farmasi Chi Liung -Taman Chi Liung,"No.97, Jalan Batu Unjur, Taman Chi Liung, 42000 Pelabuhan Klang, Selangor",03-33246528,Selangor,NPRA,3.015423,101.4281658,full,NPRA
NPRAecae36f53d,Sps Mutiara Pharmacy Sdn Bhd [Mutiara Pharmacy] - Taman Segar Perdana,"15, Jalan Sp 2, Taman Segar Perdana, 43200 Cheras, Selangor",03-90761835,Selangor,NPRA,3.058591,101.7256974,full,NPRA
NPRA0077eda693,Alive Pharmacy Sdn Bhd - Kota Kemuning(Alive Pharmacy),"No.3, Jalan Anggerik Vanilla M31/M, Kota Kemuning, 40460 Shah Alam, Selangor",03-58795901,Selangor,NPRA,3.0053745,101.5386312,full,NPRA
